application_id,applicant_id,applicant_name,applicant_city,application_date,branch_code,application_channel,pan_number,mobile_number,email_address,age_years,monthly_income_inr,employment_type,credit_score,debt_to_income_ratio,existing_loan_count,late_payments_last_12_months,loan_type,loan_amount_inr,tenure_months,defaulted,loss_given_default_inr
LA013054,APP024616,Ananya Hegde,Hyderabad,2023-09-25,BR016,direct_sales_agent,HVDDU0115G,8170943303,charitha.patel@rediffmail.com,35,27147.0,self_employed_professional,869,0.3191,0,0,gold,186000,24,0,
LA013055,APP026718,Sneha Kulkarni,Jaipur,2024-06-24,BR020,online,IIUVH6987Y,7638983936,sgupta@protonmail.com,60,12000.0,self_employed_professional,713,0.5002,1,1,vehicle,100000,24,0,
LA013056,APP010687,Diya Sinha,Lucknow,2023-08-25,BR001,branch,PZRYK0945K,8973664216,kavya_prasad6@hotmail.com,32,47541.0,salaried_private,756,0.4023,0,1,home,2152000,240,0,
LA013057,APP007373,Lakshmi Bhat,Hyderabad,2024-03-03,BR013,partner_referral,GRHWQ2922L,8216029491,cghosh@yahoo.co.in,27,48083.0,salaried_private,686,0.6667,1,1,personal,971000,48,0,
LA013058,APP015637,Praveen Chatterjee,Tirunelveli,2025-03-26,BR013,online,ZPZLY8546G,6057782610,vinay.bhat@hotmail.com,41,87465.0,salaried_private,755,0.4653,1,0,personal,1236000,48,0,
LA013059,APP011381,Aarav Kulkarni,Madurai,2023-11-19,BR004,partner_referral,RYNPD3688C,8006972499,naveen68@rediffmail.com,33,53765.0,salaried_private,870,0.7729,3,0,vehicle,640000,24,0,
LA013060,APP010476,Aadhya Pillai,Madurai,2024-06-19,BR026,partner_referral,CRVXJ3761W,9318765793,tarun_chatterjee7@hotmail.com,32,27096.0,salaried_private,777,0.4411,2,1,gold,243000,36,0,
LA013061,APP019695,Sneha Chauhan,Indore,2023-12-14,BR015,branch,ZLTGE0099F,8241900403,trailing.dot@domain.,32,30865.0,self_employed_business,560,0.4182,0,8,personal,366000,36,0,
LA013062,APP005564,Rohan Pillai,Ahmedabad,2025-06-08,BR036,online,PYZFH2552W,8370366009,vhegde@gmail.com,50,164431.0,salaried_government,810,0.2731,0,0,home,5553000,300,0,
LA013063,APP010777,Ishaan Chatterjee,Bhopal,2025-04-13,BR033,online,ZTTFY1171S,7388131682,@leadingat.com,32,61068.0,salaried_private,611,0.5325,3,1,gold,269000,18,0,
LA013064,APP025154,Manoj Sharma,Mumbai,2025-06-07,BR012,direct_sales_agent,SULZM9426J,7827460167,sanjana.iyer@yahoo.co.in,37,75917.0,self_employed_professional,889,0.3653,0,1,vehicle,1329000,60,0,
LA013065,APP025828,Vikram Mukherjee,Coimbatore,2025-01-05,BR025,branch,FHFFD4130F,8989297864,meera_iyer9@rediffmail.com,42,18711.0,self_employed_professional,569,0.6499,3,7,personal,232000,48,0,
LA013066,APP011364,Arjun Naidu,Kochi,2023-11-29,BR038,branch,IXEDY6474B,7478974260,ganesh_bose6@rediffmail.com,33,52259.0,salaried_private,800,0.3684,2,0,gold,234000,18,0,
LA013067,APP000215,Yash Chatterjee,Pune,2023-10-12,BR014,online,KZWGP2516F,6042463349,sanjana65@protonmail.com,26,93083.0,contract,667,0.2976,0,2,personal,987000,48,0,
LA013068,APP005592,Swathi Menon,Pune,2023-04-08,BR021,branch,HIESN2499A,6897091334,shreya_bhatia7@hotmail.com,51,103545.0,salaried_government,824,0.3064,0,0,home,3808000,300,0,
LA013069,APP001216,Rahul Gowda,Tirunelveli,2023-03-31,BR034,branch,ILXFT4255G,7855001873,sagarwal@gmail.com,36,30959.0,contract,757,0.3167,0,0,gold,162000,18,0,
LA013070,APP020391,Anjali Mukherjee,Vadodara,2024-01-16,BR038,direct_sales_agent,WVSFG4842Z,8131149819,kbhat@gmail.com,35,84248.0,self_employed_business,544,0.6384,1,8,personal,1321000,36,1,1316901.4
LA013071,APP010398,Arjun Joshi,Ahmedabad,2023-05-15,BR035,online,MVCAD5139T,8989484636,varun_hegde4@hotmail.com,32,21768.0,salaried_private,720,0.2406,0,1,personal,108000,24,0,
LA013073,APP017535,Yash Verma,Indore,2023-03-06,BR026,branch,JUXIK5751E,7587940069,praveen.naidu@protonmail.com,51,84277.0,salaried_private,758,0.3742,0,1,personal,1333000,60,0,
LA013074,APP016613,Shreya Menon,Mysuru,2025-02-03,BR010,branch,LPHEM0528D,9838935091,sanjana_ghosh8@gmail.com,45,44455.0,salaried_private,889,0.3939,2,0,gold,340000,36,0,
LA013075,APP001965,Sandeep Ramesh,Mysuru,2025-02-26,BR011,partner_referral,BMWAU4302X,7556622596,rajesh83@gmail.com,52,37523.0,contract,781,0.4511,0,0,personal,616000,48,0,
LA013076,APP004370,Shreya Pillai,Ahmedabad,2024-08-13,BR029,online,XPIHL4933M,9240839797,rahul.mehta@hotmail.com,37,24130.0,salaried_government,615,0.6738,2,3,personal,131000,12,1,82537.94
LA013077,APP001701,Aadhya Sinha,Madurai,2023-03-04,BR031,branch,JKJCK0323B,6134491044,lakshmi48@hotmail.com,42,72283.0,contract,830,0.3989,1,1,home,2502000,180,0,
LA013078,APP025099,Pooja Bhat,Tirunelveli,2023-08-15,BR029,branch,VGPRI7479J,9414817260,gayatri_gowda5@outlook.com,37,50094.0,self_employed_professional,801,0.5915,1,1,home,3039000,240,0,
LA013079,APP008867,Divya Kapoor,Coimbatore,2023-08-17,BR030,partner_referral,LTGRZ8176Y,6342837408,suresh.patel@yahoo.co.in,30,12000.0,salaried_private,778,0.4676,1,0,personal,120000,36,0,
LA013080,APP003154,Arjun Rao,Coimbatore,2024-05-06,BR032,direct_sales_agent,BRTAA2753Z,8325514858,fhegde@rediffmail.com,30,67128.0,salaried_government,674,0.3371,1,2,personal,295000,24,0,
LA013081,APP022304,Manoj Shah,Kolkata,2024-07-22,BR020,direct_sales_agent,GCZFN0761T,7443274433,rahul24@rediffmail.com,24,39594.0,self_employed_professional,621,0.5193,1,2,personal,651000,48,0,
LA013082,APP011455,Nandini Gowda,Tirunelveli,2025-03-11,BR007,branch,NWCZK1695W,7570715960,abhatia@hotmail.com,33,62793.0,salaried_private,584,0.5274,0,5,home,3652000,240,0,
LA013083,APP001742,Karthik Bose,Surat,2023-12-25,BR035,branch,IJXZJ4188D,6250023516,mahesh97@hotmail.com,44,100964.0,contract,836,0.7193,3,1,home,5735000,300,0,
LA013084,APP025527,Manoj Mukherjee,Kolkata,2023-08-07,BR016,branch,ICZFC2285R,6113358742,hgowda@hotmail.com,40,18931.0,self_employed_professional,767,0.3364,0,0,gold,137000,24,0,
LA013085,APP017815,Ritika Krishnan,Bengaluru,2023-04-13,BR025,direct_sales_agent,NQMGX1900L,8788654017,sunita_reddy8@outlook.com,56,54503.0,salaried_private,653,0.8391,4,2,home,3527000,360,0,
LA013086,APP008221,Aditya Naidu,Coimbatore,2023-03-06,BR021,online,HVVXJ1578Y,8793636517,gayatri32@outlook.com,29,147776.0,salaried_private,749,0.3336,1,0,personal,1500000,48,0,
LA013087,APP015683,Saanvi Shah,Lucknow,2023-02-10,BR015,direct_sales_agent,ZNUBB2351Q,9363606757,zoya98@hotmail.com,42,147400.0,salaried_private,401,0.6084,1,6,home,8707000,360,0,
LA013088,APP009216,Sneha Patel,Pune,2025-03-13,BR018,online,RBSNS5804X,9175091019,rpatel@yahoo.co.in,30,41413.0,salaried_private,612,0.2388,2,4,gold,62000,18,0,
LA013089,APP026248,Yash Patel,Hyderabad,2023-06-28,BR009,branch,BKQIK3017I,8940811117,hema.verma@hotmail.com,46,20980.0,self_employed_professional,587,0.4917,0,4,gold,169000,18,0,
LA013090,APP007779,Neha Ramesh,Chennai,2024-01-12,BR023,branch,VXCWA4463C,6209538700,zoya.verma@outlook.com,28,30519.0,salaried_private,611,0.4629,0,5,gold,82000,6,0,
LA013091,APP023788,Manoj Sinha,Bengaluru,2023-11-28,BR026,direct_sales_agent,RLMKE8334Y,9155872494,mahesh87@protonmail.com,31,80382.0,self_employed_professional,499,0.5732,0,6,home,5465000,360,1,1576142.23
LA013092,APP025456,Kavya Gowda,Lucknow,2024-05-21,BR032,partner_referral,DGDFT0193A,8401248420,anand.chauhan@outlook.com,39,46969.0,self_employed_professional,790,0.7827,2,1,gold,289000,12,0,
LA013093,APP004744,Krishna Mukherjee,Visakhapatnam,2024-03-21,BR040,online,VFBZK3010P,8214573200,jyothi.sharma@outlook.com,39,76982.0,salaried_government,592,0.2433,0,4,personal,535000,36,0,
LA013094,APP016944,Sneha Krishnan,Kanpur,2024-10-07,BR040,branch,WBBZU1315M,7458686522,aarav_gowda4@gmail.com,47,20817.0,salaried_private,827,0.4567,0,1,personal,410000,60,0,
LA013095,APP015837,Vinay Reddy,Kolkata,2023-11-29,BR039,branch,CLYUR8814E,9235842972,imenon@outlook.com,42,43803.0,salaried_private,760,0.2005,1,1,gold,70000,12,0,
LA013096,APP018917,Vinay Gowda,Kanpur,2024-12-01,BR031,branch,YYPYR8224J,8893734032,imran20@yahoo.co.in,28,77334.0,self_employed_business,480,0.5598,1,5,gold,741000,24,0,
LA013097,APP009439,Praveen Malhotra,Pune,2024-07-29,BR036,branch,PXTNR9155M,8508544728,sridhar.joshi@rediffmail.com,30,73670.0,salaried_private,758,0.6048,2,0,home,4780000,360,0,
LA013098,APP021944,Aditya Banerjee,Nashik,2024-02-16,BR007,online,KSNPB1731M,6511256974,smehta@hotmail.com,50,43904.0,self_employed_business,787,0.5212,1,0,personal,889000,60,0,
LA013099,APP000895,Aadhya Krishnan,Surat,2023-02-12,BR022,online,ZGSQT9658S,6301532175,aditi.pillai@protonmail.com,33,40846.0,contract,900,0.2725,1,0,gold,140000,18,0,
LA013100,APP019851,Arjun Patel,Rajkot,2024-09-19,BR009,branch,ZFYKC8584V,7912244703,bkulkarni@hotmail.com,33,115837.0,self_employed_business,889,0.4935,1,0,home,5042000,240,0,
LA013101,APP026422,Ananya Patel,Nashik,2025-06-23,BR039,direct_sales_agent,FXSEM4147Y,8874340709,pallavi36@protonmail.com,48,97696.0,self_employed_professional,816,0.4573,1,0,gold,206000,6,0,
LA013102,APP003560,Kavya Malhotra,Bengaluru,2023-05-01,BR036,online,VYAJT5553R,6601071960,vsharma@outlook.com,32,77823.0,salaried_government,713,0.2804,0,1,gold,661000,36,0,
LA013103,APP017669,Kavya Chatterjee,Madurai,2024-02-12,BR013,online,CECVW7662I,8427764305,rahul.gupta@rediffmail.com,53,63933.0,salaried_private,900,0.366,0,0,home,2896000,300,0,
LA013105,APP015567,Nandini Kapoor,Visakhapatnam,2024-10-30,BR029,partner_referral,VTIMZ1318G,6683225540,kraman@gmail.com,41,65039.0,salaried_private,766,0.4376,2,2,personal,866000,60,0,
LA013106,APP014082,Divya Rao,Pune,2025-06-12,BR033,direct_sales_agent,NRWKQ2481K,7916755475,imran.sharma@hotmail.com,38,17834.0,salaried_private,779,0.3747,1,2,personal,247000,60,1,156840.01
LA013108,APP019434,Krishna Rao,Kolkata,2023-12-19,BR003,online,QUSVH8726B,8326801956,pallavi.gowda@rediffmail.com,31,23391.0,self_employed_business,696,0.4149,1,1,gold,213000,36,0,
LA013109,APP015421,Vivaan Bose,Rajkot,2025-05-26,BR020,direct_sales_agent,SMGSB8312H,8210202174,tarun.deshpande@outlook.com,41,34158.0,salaried_private,664,0.4927,1,1,personal,567000,60,0,
LA013110,APP017226,Shreya Nair,Lucknow,2023-08-24,BR029,branch,XLKNV6369F,9309859184,esha_rao9@gmail.com,49,20516.0,salaried_private,689,0.273,0,2,personal,201000,48,0,
LA013111,APP003039,Aniket Pillai,Mumbai,2024-11-03,BR033,branch,SJTZV0237Y,8473372825,ashetty@protonmail.com,30,27848.0,salaried_government,748,0.5516,3,0,personal,232000,36,0,
LA013112,APP014975,Saanvi Gowda,Ludhiana,2024-10-21,BR028,branch,FTPZH7331N,9562594829,varun_iyer4@yahoo.co.in,40,23631.0,salaried_private,837,0.3998,0,0,personal,347000,48,0,
LA013113,APP004672,Pooja Pillai,Bengaluru,2024-01-06,BR038,direct_sales_agent,JIGTM9204T,6732285894,mbanerjee@hotmail.com,39,28154.0,salaried_government,592,0.4363,0,5,personal,436000,48,0,
LA013114,APP016573,Neha Menon,Madurai,2024-02-23,BR030,direct_sales_agent,MBZBG6523Z,8279481167,rnair@yahoo.co.in,45,33440.0,salaried_private,637,0.306,2,4,personal,198000,48,0,
LA013115,APP021732,Rahul Chatterjee,Bhopal,2023-09-28,BR021,direct_sales_agent,DXWVL0195E,7662391598,kraman@outlook.com,46,23944.0,self_employed_business,747,0.3822,0,1,personal,189000,24,0,
LA013116,APP011339,Ritika Subramanian,Pune,2023-10-01,BR020,partner_referral,GWHMH2609T,7160561422,tpillai@outlook.com,33,48960.0,salaried_private,517,0.4713,0,6,vehicle,1076000,60,0,
LA013117,APP023005,Arjun Menon,Tirunelveli,2024-01-07,BR031,online,KQMSQ2807W,7366464223,pnair@yahoo.co.in,28,60898.0,self_employed_professional,811,0.3096,0,4,home,1893000,180,0,
LA013118,APP020798,Gayathri Iyer,Kochi,2023-08-24,BR024,partner_referral,12345ABCDE,8301392105,omkar43@protonmail.com,38,108386.0,self_employed_business,853,0.3881,0,0,home,4822000,240,0,
LA013119,APP013226,Priya Joshi,Bengaluru,2023-08-12,BR033,online,WTPHD5718C,6949043576,anand.krishnan@hotmail.com,36,48091.0,salaried_private,507,0.6196,1,4,gold,145000,6,0,
LA013120,APP009922,Karthik Joshi,Rajkot,2025-02-14,BR005,online,DXWYE1536B,6315005191,jyothi50@hotmail.com,31,41705.0,salaried_private,684,0.5486,0,3,vehicle,709000,36,0,
LA013121,APP012190,Ananya Rao,Lucknow,2023-04-26,BR036,partner_referral,JYRJL4502B,8929699812,divya.menon@rediffmail.com,34,87956.0,salaried_private,475,0.4825,2,8,gold,581000,24,0,
LA013122,APP006919,Harsha Krishnan,Lucknow,2024-04-18,BR028,branch,HJZPD1232B,7332498618,averma@hotmail.com,26,64869.0,salaried_private,808,0.4518,1,1,home,2814000,300,0,
LA013123,APP005758,Shreya Sinha,Vadodara,2024-05-13,BR020,online,AYWCE1227F,8583588098,arjun_chatterjee6@gmail.com,59,63535.0,salaried_government,640,0.5463,3,0,vehicle,964000,48,0,
LA013124,APP013472,Lakshmi Nair,Surat,2025-03-29,BR015,branch,HWCYG8431P,7040358185,,37,128031.0,salaried_private,873,0.3166,1,0,personal,1500000,60,0,
LA013125,APP017103,Vinay Desai,Visakhapatnam,2023-03-28,BR026,online,TGRPX3793N,9361660631,sandeep_menon6@gmail.com,48,24258.0,salaried_private,401,0.463,1,12,personal,325000,48,1,260331.5
LA013126,APP018264,Krishna Hegde,Madurai,2023-12-20,BR006,direct_sales_agent,ZLQQP9809S,7279003850,swathi_menon3@yahoo.co.in,24,34040.0,self_employed_business,899,0.4672,2,0,personal,419000,48,1,289588.66
LA013127,APP023303,Sandeep Verma,Kolkata,2023-12-08,BR017,partner_referral,PWIHA7101Z,6352105796,hgowda@yahoo.co.in,30,100949.0,self_employed_professional,832,0.4317,0,1,home,4949000,240,0,
LA013129,APP004912,Yash Prasad,Kolkata,2024-07-18,BR017,online,FZSPW7944N,7211399018,mahesh.malhotra@protonmail.com,41,31493.0,salaried_government,578,0.6385,2,2,gold,299000,24,0,
LA013130,APP012519,Vinay Rao,Madurai,2024-01-26,BR008,online,GQZZP2231Q,6900185578,vaishnavi15@yahoo.co.in,35,35056.0,salaried_private,786,0.6195,1,2,personal,421000,24,0,
LA013131,APP016481,Priya Gowda,Visakhapatnam,2024-09-13,BR037,branch,VARAA1746F,8167098214,pallavi68@yahoo.co.in,45,115348.0,salaried_private,765,0.4144,1,0,personal,713000,24,0,
LA013132,APP006381,Anjali Varma,Kolkata,2023-12-28,BR020,online,PKBUH0857Q,9332456905,hema81@rediffmail.com,25,40661.0,salaried_private,820,0.6331,2,0,personal,802000,48,0,
LA013133,APP001496,Pooja Prasad,Bengaluru,2024-10-16,BR006,branch,ZLBKP8659Q,6373300688,sunita_sharma6@yahoo.co.in,39,41867.0,contract,666,0.4743,1,1,personal,328000,24,0,
LA013134,APP017645,Praveen Iyer,Ludhiana,2024-02-19,BR019,online,KSQXX5396Y,9400374320,liyer@outlook.com,53,32908.0,salaried_private,648,0.314,1,5,gold,101000,12,0,
LA013135,APP015899,Reyansh Malhotra,Nagpur,2023-11-30,BR009,online,NUVIJ8553I,7842425943,lakshmi60@yahoo.co.in,42,66711.0,salaried_private,670,0.5125,2,5,personal,585000,36,0,
LA013136,APP024105,Harsha Krishnan,Hyderabad,2023-01-29,BR007,online,ZEWAW1755F,8293673088,@leadingat.com,33,19712.0,self_employed_professional,645,0.95,1,3,vehicle,208000,12,1,15196.92
LA013137,APP025685,Sandeep Naidu,Chennai,2023-02-10,BR040,branch,KZGGD8116J,9735229579,imran_kapoor9@hotmail.com,41,149137.0,self_employed_professional,561,0.4947,1,6,vehicle,2500000,48,0,
LA013139,APP019819,Nikhil Kapoor,Kanpur,2025-02-26,BR019,branch,RVFJI4467A,8761703264,rprasad@outlook.com,32,73435.0,self_employed_business,607,0.4295,0,4,home,3885000,360,0,
LA013140,APP013391,Diya Kulkarni,Pune,2025-04-23,BR036,branch,DPJMD8399U,9845853581,sandeep81@rediffmail.com,36,85391.0,salaried_private,713,0.3344,0,3,vehicle,1119000,48,0,
LA013141,APP001577,Vivaan Desai,Hyderabad,2023-01-20,BR004,partner_referral,FTCQJ3172V,7588108274,kraman@rediffmail.com,40,49988.0,contract,536,0.3463,0,4,home,2010000,300,0,
LA013142,APP010443,Karthik Nair,Delhi,2023-09-06,BR028,online,SAJRE3460Y,6051713092,vikram.raman@outlook.com,32,24801.0,salaried_private,710,0.6065,0,0,personal,167000,12,0,
LA013143,APP025475,Krishna Nair,Lucknow,2024-08-05,BR034,branch,UDWNM3907Y,9486378800,hema.mehta@yahoo.co.in,39,63368.0,self_employed_professional,611,0.5187,0,3,personal,937000,36,1,536327.66
LA013144,APP012494,Swathi Hegde,Pune,2023-02-03,BR025,branch,BXVHV6636C,8203638750,deepak.shah@protonmail.com,35,32363.0,salaried_private,548,0.4807,0,5,vehicle,606000,48,0,
LA013145,APP000974,Vivaan Krishnan,Vadodara,2023-01-16,BR001,partner_referral,TXNEA9985D,6885781902,meera.das@yahoo.co.in,34,26613.0,contract,757,0.5341,1,1,personal,531000,60,0,
LA013146,APP004762,Meera Sharma,Delhi,2024-04-23,BR024,online,PADMJ3691J,7659163440,ramya_iyer7@outlook.com,40,12000.0,salaried_government,736,0.4914,0,3,personal,250000,60,0,
LA013147,APP019581,Vinay Krishnan,Surat,2023-05-05,BR003,online,ZBYGV5746C,9207926453,tkulkarni@protonmail.com,31,67786.0,self_employed_business,442,0.6055,2,7,personal,1434000,60,1,1197656.81
LA013148,APP000613,Siddharth Krishnan,Kanpur,2025-06-19,BR014,direct_sales_agent,12345ABCDE,8334761168,kiran.hegde@hotmail.com,30,96109.0,contract,612,0.436,0,2,vehicle,2500000,84,0,
LA013149,APP005787,Aarav Desai,Tirunelveli,2024-09-21,BR017,partner_referral,FUFNX9309A,9266951705,nbanerjee@hotmail.com,60,42718.0,salaried_government,683,0.4878,1,2,personal,671000,60,0,
LA013150,APP014681,Vinay Gowda,Bengaluru,2025-05-10,BR008,partner_referral,WAQLU1480F,98765abcde,shegde@rediffmail.com,39,39091.0,salaried_private,798,0.2721,1,0,gold,198000,24,0,
LA013151,APP016461,Reyansh Bhat,Ludhiana,2025-03-18,BR011,partner_referral,XDAKJ3843Z,6577909572,nandini78@hotmail.com,44,76077.0,salaried_private,837,0.3239,0,0,vehicle,982000,48,0,
LA013152,APP023851,Nikhil Patel,Tirunelveli,2024-01-23,BR039,partner_referral,BNRQG0924D,9593908015,sunita45@rediffmail.com,32,15297.0,self_employed_professional,714,0.6404,3,5,gold,141000,36,0,
LA013153,APP020192,Aarav Prasad,Indore,2023-03-08,BR013,partner_referral,CHVWI7495Y,7168931623,sunita24@protonmail.com,34,72221.0,self_employed_business,692,0.3618,0,1,gold,295000,12,0,
LA013154,APP024887,Aniket Chauhan,Delhi,2025-06-20,BR014,direct_sales_agent,YMUAS6294T,8451365635,rmehta@gmail.com,36,35804.0,self_employed_professional,557,0.5952,2,4,gold,163000,12,0,
LA013155,APP017259,Gayathri Malhotra,Madurai,2023-06-08,BR030,online,YFQZE7379M,6904581102,priya84@outlook.com,49,35082.0,salaried_private,717,0.5066,1,0,personal,447000,36,0,
LA013156,APP011539,Meera Kulkarni,Coimbatore,2024-08-28,BR035,branch,DXXGC9849B,9559419464,yamini.sharma@yahoo.co.in,33,85129.0,salaried_private,578,0.3596,1,5,gold,796000,36,0,
LA013157,APP007374,Rohan Kapoor,Hyderabad,2025-06-27,BR020,direct_sales_agent,UXGWU7878U,7688562957,gayatri13@gmail.com,27,48162.0,salaried_private,687,0.546,1,0,vehicle,626000,36,0,
LA013158,APP012371,Sandeep Rao,Visakhapatnam,2023-10-13,BR009,direct_sales_agent,MKPUD2866G,9260442789,uma_mehta8@outlook.com,35,21167.0,salaried_private,804,0.7032,1,1,personal,154000,12,0,
LA013159,APP004047,Vinay Subramanian,Madurai,2024-03-23,BR021,partner_referral,IAACI0278A,8875666539,kiran51@protonmail.com,35,30439.0,salaried_government,530,0.7266,2,7,home,1500000,180,1,838999.54
LA013160,APP006399,Nandini Bhat,Madurai,2025-04-21,BR018,online,FSHKT2677H,9385603427,rohit.das@hotmail.com,25,43529.0,salaried_private,537,0.4607,2,6,vehicle,440000,36,0,
LA013161,APP017825,Vivaan Kapoor,Coimbatore,2024-06-07,BR024,online,RXPPZ1051A,7359220042,bhavana.naidu@hotmail.com,56,63861.0,salaried_private,900,0.3267,0,0,personal,615000,36,0,
LA013162,APP024999,Diya Menon,Rajkot,2025-05-06,BR026,online,VPGWR7353G,8147917085,tarun.kulkarni@yahoo.co.in,37,13424.0,self_employed_professional,766,0.4821,0,0,vehicle,398000,84,0,
LA013164,APP021124,Saanvi Ramesh,Madurai,2024-10-14,BR039,branch,XKDKW1239T,7471761688,hema21@gmail.com,40,17517.0,self_employed_business,821,0.4925,0,0,personal,316000,48,0,
LA013165,APP017654,Rahul Nair,Mysuru,2024-06-07,BR028,branch,JXJWZ5077A,9627226630,pallavi_chatterjee8@rediffmail.com,53,41747.0,salaried_private,626,0.2567,0,3,gold,228000,24,0,
LA013166,APP021950,Gayathri Krishnan,Madurai,2025-02-16,BR009,branch,URZGP6428M,7405976194,ganesh_das7@protonmail.com,50,66361.0,self_employed_business,594,0.3205,1,3,vehicle,599000,48,0,
LA013167,APP024568,Anjali Desai,Kolkata,2023-02-28,BR031,online,DJRWB8051F,7266320376,rohit31@protonmail.com,35,152931.0,self_employed_professional,788,0.4431,1,0,home,5642000,240,0,
LA013168,APP000439,Sneha Prasad,Delhi,2024-10-07,BR006,direct_sales_agent,FCQUG0081Y,8844836381,kraman@protonmail.com,29,39473.0,contract,606,0.6247,2,5,home,2146000,240,0,
LA013169,APP006352,Swathi Reddy,Rajkot,2023-06-14,BR034,branch,AGBUT3731J,9972171276,suresh.menon@gmail.com,25,34947.0,salaried_private,716,0.4323,3,1,personal,236000,36,0,
LA013170,APP016040,Vikram Sharma,Kanpur,2023-06-21,BR024,online,AKWCY7187V,7336043101,pkapoor@protonmail.com,43,27731.0,salaried_private,718,0.614,1,0,home,1862000,360,0,
LA013171,APP019263,Deepika Desai,Kochi,2024-09-06,BR006,online,HXFJK6439I,6689037702,lakshmi_gowda7@outlook.com,30,36705.0,self_employed_business,745,0.5308,1,0,personal,338000,24,0,
LA013172,APP018578,Ananya Iyer,Jaipur,2024-10-28,BR008,branch,XRZMW0074V,7030803248,akulkarni@rediffmail.com,27,103709.0,self_employed_business,698,0.5161,0,1,home,6022000,240,0,
LA013173,APP005045,Yash Rao,Indore,2024-05-15,BR003,online,VEBNH7555W,9116231757,smukherjee@hotmail.com,42,50124.0,salaried_government,530,0.4726,1,4,gold,451000,24,0,
LA013174,APP019434,Krishna Rao,Kolkata,2023-12-19,BR003,branch,QUSVH8726B,,pallavi.gowda@rediffmail.com,31,23391.0,self_employed_business,696,0.4149,1,1,gold,213000,36,0,
LA013175,APP008022,Manoj Mukherjee,Nashik,2024-08-02,BR024,branch,LWLUR1860X,8648074087,hmenon@yahoo.co.in,28,61481.0,salaried_private,747,0.4342,1,2,home,2006000,180,0,
LA013176,APP001851,Reyansh Iyer,Pune,2023-08-31,BR031,branch,IWZLQ2472N,9372347321,divya.kulkarni@protonmail.com,47,24129.0,contract,671,0.7964,2,1,vehicle,649000,60,0,
LA013177,APP001447,Harsha Malhotra,Nashik,2023-08-16,BR035,branch,PXKPM6990Y,6201403304,fmalhotra@outlook.com,38,58378.0,contract,552,0.5038,0,6,personal,324000,12,1,211182.31
LA013178,APP015221,Meera Ramesh,Hyderabad,2023-04-12,BR015,online,XZNVH2577A,8053168485,jayanth_rao1@rediffmail.com,40,75788.0,salaried_private,832,0.7275,3,0,vehicle,2109000,84,0,
LA013179,APP016784,Anjali Banerjee,Kochi,2025-03-17,BR004,partner_referral,ERVGV4071X,8098674879,divya33@gmail.com,46,35989.0,salaried_private,437,0.5615,1,7,personal,204000,12,1,142284.31
LA013180,APP016873,Aadhya Hegde,Ludhiana,2024-03-18,BR013,partner_referral,GUACZ0695Y,8788258371,aarav45@outlook.com,46,69666.0,salaried_private,683,0.2144,0,2,vehicle,463000,36,0,
LA013181,APP011244,Saanvi Mukherjee,Pune,2023-11-23,BR015,branch,UUNQB6479B,7600177843,bhavana.ghosh@hotmail.com,33,39586.0,salaried_private,811,0.4274,0,0,home,2056000,300,0,
LA013182,APP001425,Vikram Menon,Hyderabad,2024-12-01,BR023,branch,JJHIQ4905Y,7348192439,imehta@gmail.com,38,39489.0,contract,507,0.3837,2,7,gold,316000,36,0,
LA013183,APP010439,Manoj Desai,Pune,2024-07-09,BR008,branch,12345ABCDE,9628222028,rohit.das@outlook.com,32,24456.0,salaried_private,754,0.4143,0,3,personal,368000,48,0,
LA013184,APP011101,Meera Reddy,Nashik,2024-02-21,BR013,branch,ILXME4559R,8668603019,karthik.sharma@rediffmail.com,33,26565.0,salaried_private,687,0.3711,2,2,personal,187000,36,0,
LA013185,APP007910,Vivaan Kapoor,Rajkot,2024-05-25,BR001,online,CVIZA4088N,8242655282,grathore@yahoo.co.in,28,43926.0,salaried_private,635,0.3615,0,3,vehicle,951000,84,0,
LA013186,APP001073,Praveen Shah,Nagpur,2023-02-06,BR008,branch,IRTNX3091C,8966577196,hema.joshi@rediffmail.com,35,107711.0,contract,663,0.3553,0,1,gold,432000,12,0,
LA013187,APP017484,Arjun Sharma,Ahmedabad,2024-09-30,BR023,branch,EAGTP0856H,987654321012,lakshmi_verma2@outlook.com,51,36777.0,salaried_private,796,0.5138,2,0,gold,273000,24,0,
LA013188,APP020571,Meera Chauhan,Hyderabad,2024-12-12,BR011,online,LYYZR6835B,8123301368,chetan_pillai6@protonmail.com,36,83293.0,self_employed_business,850,0.5375,1,1,vehicle,2472000,84,0,
LA013189,APP026557,Aarav Verma,Kolkata,2024-11-19,BR028,online,NRZKA5660Y,7103260395,lakshmi_banerjee5@protonmail.com,52,26854.0,self_employed_professional,704,0.5376,1,0,home,1500000,300,0,
LA013190,APP000241,Vinay Ramesh,Madurai,2023-05-20,BR037,direct_sales_agent,PRYUZ8285G,6526568794,aarav_rao2@rediffmail.com,27,37017.0,contract,609,0.4187,0,6,personal,643000,60,0,
LA013191,APP024178,Meera Bhat,Indore,2024-04-15,BR009,partner_referral,KERMK5982S,8274616567,sanjana_rao9@yahoo.co.in,33,36339.0,self_employed_professional,760,0.4987,2,0,personal,425000,48,0,
