application_id,applicant_id,applicant_name,applicant_city,application_date,branch_code,application_channel,pan_number,mobile_number,email_address,age_years,monthly_income_inr,employment_type,credit_score,debt_to_income_ratio,existing_loan_count,late_payments_last_12_months,loan_type,loan_amount_inr,tenure_months,defaulted,loss_given_default_inr,rejection_reason
LA018368,APP002193,Manoj Patel,Ludhiana,2024-03-07,BR018,branch,CDTBF8366H,8491345638,sridhar.rao@gmail.com,25.0,-25000.0,salaried_government,787,0.5852,1.0,1,vehicle,782000,60.0,0,,income_not_positive
LA018405,APP018108,Aniket Shah,Ludhiana,2023-08-27,BR017,online,GMCUA7462R,9696046343,mbanerjee@yahoo.co.in,,24638.0,salaried_private,814,0.318,1.0,0,vehicle,202000,36.0,0,,missing_required_field
LA000007,APP009451,Aadhya Krishnan,Delhi,2023-01-19,BR023,branch,CPHZR0377X,9543835152,ananya.bose@outlook.com,30.0,76110.0,salaried_private,892,0.5585,2.0,0,personal,1085000,60.0,0,,duplicate_application_id
LA018465,APP009526,Karthik Bhat,Kanpur,2025-02-14,BR032,online,DXWYE1536B,6315005191,jyothi50@hotmail.com,31.0,0.0,salaried_private,684,0.5486,0.0,3,vehicle,709000,36.0,0,,income_not_positive
LA018466,APP026069,Krishna Joshi,Kochi,2023-04-29,BR040,online,VGKMN9264P,6197673727,anand20@gmail.com,44.0,32647.0,self_employed_professional,250,0.7727,1.0,4,gold,130000,6.0,0,,credit_score_out_of_range
LA018468,APP002119,Anjali Varma,Vadodara,31/02/2024,BR015,partner_referral,SWJEG4799F,8265015156,shreya.gupta@rediffmail.com,23.0,93704.0,salaried_government,599,0.6772,2.0,1,personal,1500000,48.0,0,,unparseable_application_date
LA018476,APP022801,Siddharth Verma,Kochi,2024-12-04,BR016,branch,WSULJ5107J,8583234459,varun50@protonmail.com,28.0,0.0,self_employed_professional,684,0.5516,0.0,2,home,6013000,120.0,0,,income_not_positive
LA000159,APP025625,Karthik Gowda,Surat,2024-05-13,BR020,online,NIAJN0029I,9527221787,swathi.krishnan@hotmail.com,40.0,58602.0,self_employed_professional,635,0.4748,0.0,4,personal,991000,48.0,0,,duplicate_application_id
LA018485,APP024555,Nandini Naidu,Pune,2023-01-23,BR013,online,CCVJY0816N,7230783681,sunita83@yahoo.co.in,35.0,12000.0,self_employed_professional,638,0.269,0.0,1,personal,115000,,0,,missing_required_field
LA018514,APP019159,Siddharth Bose,Pune,2023-05-04,BR018,online,DZFQU1034L,7170040183,swathi.deshpande@outlook.com,30.0,0.0,self_employed_business,733,0.5643,1.0,2,personal,894000,48.0,0,,income_not_positive
LA018523,APP024953,Krishna Hegde,Visakhapatnam,not_a_date,BR021,online,WUECE4297J,8628106250,lakshmi.shah@gmail.com,36.0,57287.0,self_employed_professional,588,0.6413,3.0,3,home,2222000,180.0,0,,unparseable_application_date
LA000149,APP012164,Aniket Malhotra,Ahmedabad,2023-09-19,BR022,branch,FXLAR4903T,987654321012,gayatri.bhatia@yahoo.co.in,34.0,78672.0,salaried_private,626,0.4044,0.0,2,personal,653000,24.0,0,,duplicate_application_id
LA018559,APP018933,Kavya Bose,Jaipur,2025-04-04,BR023,partner_referral,FXDME0959Y,9939638427,dinesh35@protonmail.com,29.0,0.0,SELF_EMPLOYED_BUSINESS,658,0.3034,0.0,3,personal,143000,24.0,0,,income_not_positive
LA018588,APP007009,Lakshmi Naidu,Ahmedabad,2024-02-03,BR001,partner_referral,QWCPE1090C,6362093852,uma_malhotra3@hotmail.com,27.0,-1.0,salaried_private,748,0.5978,2.0,0,vehicle,1067000,60.0,0,,income_not_positive
LA018609,APP014464,Nikhil Pillai,Kochi,2023-04-17,BR022,online,WZALB6671N,6351637780,yamini12@hotmail.com,39.0,0.0,salaried_private,768,0.5093,2.0,0,home,2085000,180.0,0,,income_not_positive
LA000115,APP007809,Priya Kapoor,Tirunelveli,2023-10-02,BR014,direct_sales_agent,ZAGJD0223L,6540558053,omkar47@outlook.com,28.0,33163.0,salaried_private ,656,0.6045,1.0,1,vehicle,499000,36.0,0,,duplicate_application_id
LA018719,APP018038,Ananya Bose,Kochi,2025-03-28,BR034,branch,BCFMK1798F,9398660978,aditi.naidu@rediffmail.com,60.0,53355.0,salaried_private,714,0.5154,,1,personal,568000,24.0,0,,missing_required_field
LA018731,APP001324,Aadhya Naidu,Kanpur,2023-08-26,BR023,branch,RUHJN0826Y,6335371104,nshetty@rediffmail.com,37.0,32201.0,contract,735,0.3148,0.0,1,gold,167000,,0,,missing_required_field
LA018737,APP022782,Swathi Varma,Vadodara,31/02/2024,BR038,branch,FINHQ6267T,7266176410,tarun.verma@rediffmail.com,27.0,88743.0, self_employed_professional,666,0.6889,2.0,1,vehicle,1778000,48.0,0,,unparseable_application_date
LA018759,APP018086,Praveen Naidu,Mysuru,2024-04-15,BR007,online,TLNMX4218Y,6627870350,rajesh66@yahoo.co.in,,114777.0,salaried_private,870,0.3376,1.0,0,personal,643000,24.0,0,,missing_required_field
LA018762,APP016466,Nikhil Bhat,Tirunelveli,2024-03-29,BR017,direct_sales_agent,YIUXY1847R,8003512791,ivenkatesan@gmail.com,44.0,80825.0,salaried_private,757,0.3763,0.0,1,personal,882000,,0,,missing_required_field
LA018793,APP015952,Anjali Reddy,Visakhapatnam,2023-10-31,BR018,direct_sales_agent,KGFMY9481I,7892246750,ganesh.patel@rediffmail.com,43.0,-25000.0,salaried_private,805,0.4593,0.0,0,vehicle,1106000,36.0,0,,income_not_positive
LA018795,APP018129,Kavya Malhotra,Tirunelveli,2023-03-10,BR017,partner_referral,HDXBV4694X,8885083203,yamini_hegde8@gmail.com,,34043.0,salaried_private,819,0.4619,2.0,2,gold,55000,6.0,0,,missing_required_field
LA018803,APP025844,Karthik Prasad,Bhopal,2024-08-24,BR026,branch,TGFYR0137Y,7336145526,hema.ghosh@outlook.com,42.0,23341.0,SELF_EMPLOYED_PROFESSIONAL,850,0.5626,0.0,0,home,1500000,,0,,missing_required_field
LA000414,APP011995,Aadhya Subramanian,Bengaluru,2024-01-24,BR028,online,XPLCC5262R,6362797570,dinesh85@hotmail.com,34.0,46152.0,salaried_private,780,0.2866,0.0,0,home,1500000,240.0,0,,duplicate_application_id
LA018817,APP017182,Rahul Nair,Bengaluru,,BR005,partner_referral,CSDVQ0433N,8662947628,hema_kulkarni8@protonmail.com,48.0,68093.0,salaried_private,594,0.7233,3.0,2,vehicle,609000,24.0,0,,unparseable_application_date
LA018837,APP004441,Ananya Pillai,Tirunelveli,2024-02-02,BR015,direct_sales_agent,PBSYE3772L,6278915796,jayanth_naidu8@outlook.com,37.0,48246.0,salaried_government,499,0.644,1.0,6,vehicle,556000,,0,,missing_required_field
LA018839,APP001306,Siddharth Ramesh,Kolkata,2024-07-03,BR015,direct_sales_agent,DCEDB8473B,8778477592,harish.iyer@protonmail.com,37.0,22806.0,contract,250,0.4122,0.0,0,vehicle,570000,84.0,0,,credit_score_out_of_range
LA018855,APP020211,Neha Chatterjee,Vadodara,2024-01-15,BR029,online,BGBZH9077Y,7840942725,suresh_mehta1@yahoo.co.in,34.0,88438.0,self_employed_business,840,0.4095,0.0,0,home,2926000,,0,,missing_required_field
LA000058,APP023401,Kavya Gowda,Tirunelveli,2023-07-13,BR031,direct_sales_agent,IJNXG0266F,6488863231,chetan.gupta@protonmail.com,30.0,33502.0,self_employed_professional,725,0.2563,0.0,0,personal,178000,24.0,0,,duplicate_application_id
LA018858,APP011578,Ritika Prasad,Indore,2025-01-06,BR021,direct_sales_agent,EEFHX8519V,8698063884,yamini10@outlook.com,34.0,-25000.0,salaried_private,733,0.4952,1.0,1,vehicle,1072000,60.0,0,,income_not_positive
LA000083,APP014623,Deepika Banerjee,Nagpur,2023-11-04,BR005,online,ABCD1234E,9464870702,rbhat@gmail.com,39.0,31711.0,salaried_private,643,0.4741,0.0,1,vehicle,594000,48.0,0,,duplicate_application_id
LA018874,APP026938,Aditya Desai,Pune,2024-11-27,BR008,partner_referral,EFJGA1197V,9902505495,varun.naidu@outlook.com,42.0,132044.0,,300,0.5741,0.0,11,home,8329000,300.0,1,2673435.28,missing_required_field
LA018886,APP019619,Ritika Prasad,Nagpur,not_a_date,BR037,online,TAJHY6416H,9717308407,nandini_sharma7@outlook.com,32.0,111779.0,self_employed_business,685,0.4276,1.0,1,personal,1500000,48.0,0,,unparseable_application_date
LA018904,APP015131,Rohan Bhat,Indore,,BR038,online,IAJHV9471N,7654944118,vaishnavi.agarwal@gmail.com,40.0,49590.0, salaried_private,736,0.4468,0.0,2,personal,246000,12.0,0,,unparseable_application_date
LA018932,APP004563,Ritika Joshi,Kochi,31/02/2024,BR038,branch,HEUAK6658L,7185410569,anand.shetty@gmail.com,38.0,36320.0,salaried_government,772,0.2561,1.0,0,personal,262000,48.0,0,,unparseable_application_date
LA018938,APP007696,Saanvi Krishnan,Tirunelveli,2023-04-01,BR007,direct_sales_agent,QDQDI6819Q,8259927825,sanjana.prasad@protonmail.com,28.0,23646.0,salaried_private,880,0.351,0.0,1,vehicle,395000,,0,,missing_required_field
LA018952,APP023483,Pooja Malhotra,Jaipur,2024-12-06,BR022,branch,DBCSR0568U,8685542997,suresh.kulkarni@outlook.com,30.0,55621.0,self_employed_professional,120,0.6218,3.0,4,personal,752000,60.0,0,,credit_score_out_of_range
LA018962,APP026779,Aarav Prasad, Bhopal,2025-06-20,BR023,branch,NLAJB8126Q,9769219470,suresh.chatterjee@protonmail.com,,17374.0,SELF_EMPLOYED_PROFESSIONAL,733,0.2415,0.0,1,gold,69000,18.0,0,,missing_required_field
LA000470,APP018396,Vivaan Shah,Lucknow,2023-03-06,BR030,branch,XVDUT0202F,7802408528,charitha70@gmail.com,25.0,45541.0,self_employed_business,685,0.438,0.0,1,home,1990000,180.0,0,,duplicate_application_id
LA018977,APP004760,Karthik Subramanian,Bhopal,2023-08-18,BR004,branch,GRMBT0428Q,9743627111,deepak.hegde@hotmail.com,40.0,112477.0,salaried_government,985,0.2641,0.0,0,home,3804000,360.0,0,,credit_score_out_of_range
LA018997,APP000592,Saanvi Krishnan,Bhopal,,BR015,branch,HKQIX1658T,9851865785,vikram94@outlook.com,30.0,62095.0,contract,592,0.666,1.0,2,home,4210000,300.0,1,1690640.17,unparseable_application_date
LA019026,APP010774,Ritika Varma,Lucknow,2024-01-01,BR012,online,USXMQ8431V,6415514074,farhan_patel1@rediffmail.com,32.0,60177.0,salaried_private,250,0.4464,0.0,0,home,2979000,240.0,0,,credit_score_out_of_range
LA019030,APP001067,Gayathri Joshi,Pune,2024-07-10,BR013,online,WRWTC9329Y,8322069570,rgupta@protonmail.com,35.0,-25000.0,contract,697,0.2182,0.0,0,personal,250000,48.0,0,,income_not_positive
LA019036,APP009357,Gayathri Chatterjee,Kanpur,2025-04-02,BR032,partner_referral,JMVDY3310K,7500841216,rahul_naidu5@protonmail.com,30.0,59593.0,salaried_private,725,0.3979,,2,vehicle,798000,60.0,0,,missing_required_field
LA019039,APP000261,Yash Malhotra,Mumbai,2025-02-24,BR019,partner_referral,JZRGF4422G,6225430882,gayatri_gupta9@yahoo.co.in,27.0,45881.0,CONTRACT,628,0.4311,,3,personal,644000,60.0,0,,missing_required_field
LA019046,APP009312,Bhavana Kulkarni,Ludhiana,2023-08-21,BR038,direct_sales_agent,UVVAA8642M,7187837134,zoya.shetty@gmail.com,30.0,53467.0,salaried_private,843,0.6844,,0,vehicle,1344000,48.0,0,,missing_required_field
LA019057,APP013918,Rohan Joshi,Tirunelveli,2025-05-31,BR032,branch,PQFEC9112V,8667277281,ananya84@rediffmail.com,37.0,63096.0, salaried_private,543,0.5801,,3,home,4418000,360.0,0,,missing_required_field
LA019061,APP022944,Pooja Malhotra,Hyderabad,,BR016,branch,XXPYX8281Y,7898637070,jyothi46@outlook.com,28.0,38186.0,self_employed_professional,900,0.4509,0.0,0,personal,747000,60.0,0,,unparseable_application_date
LA019076,APP005650,Saanvi Hegde, Madurai,2024-11-11,BR020,online,BJFPT1807D,9064796158,kiran.kapoor@outlook.com,53.0,-25000.0,salaried_government,722,0.6548,2.0,2,personal,276000,24.0,0,,income_not_positive
LA019104,APP009521,Anjali Bhat,Kolkata,2024-12-31,BR004,online,XALMW2757A,8815882059,arjun.nair@yahoo.co.in,31.0,-25000.0,salaried_private,500,0.5404,1.0,7,gold,205000,18.0,0,,income_not_positive
LA019107,APP025287,Aniket Chauhan,Chennai,2024-13-05,BR028,partner_referral,TVUMQ3513N,9353884490,mbhat@yahoo.co.in,38.0,46791.0,self_employed_professional,869,0.4314,0.0,0,personal,870000,60.0,0,,unparseable_application_date
LA019131,APP025502,Aditya Rao,Tirunelveli,2025-04-29,BR024,branch,AKGTZ3044Y,8656382389,sridhar_iyer7@outlook.com,40.0,0.0,self_employed_professional,674,0.359,0.0,1,home,2789000,300.0,0,,income_not_positive
LA019148,APP000553,Krishna Varma,Surat,,BR021,partner_referral,YDSDE3712R,7584855038,vagarwal@hotmail.com,30.0,32264.0, CONTRACT ,594,0.7283,2.0,4,vehicle,964000,84.0,0,,unparseable_application_date
LA019152,APP021713,Arjun Naidu,Delhi,2023-06-04,BR027,direct_sales_agent,RYNZG7372V,6945083646,kiran93@protonmail.com,46.0,-1.0,self_employed_business,807,0.4794,1.0,1,personal,160000,12.0,0,,income_not_positive
LA000261,APP010497,Aarav Mukherjee,Lucknow,2024-03-15,BR022,partner_referral,UUBHY2648S,8925220282,suresh86@yahoo.co.in,32.0,29049.0,salaried_private,893,0.2051,1.0,1,personal,182000,48.0,0,,duplicate_application_id
LA019173,APP004480,Bhavana Subramanian,Madurai,2024-07-10,BR039,online,JEJQI0005I,7801045248,jmukherjee@gmail.com,37.0,74164.0,salaried_government,835,0.7064,2.0,0,home,4547000,,1,533164.57,missing_required_field
LA019182,APP005823,Gayathri Kapoor,Mumbai,2023-11-01,BR025,branch,YWWAZ7093G,8384657278,ananya38@protonmail.com,,51110.0,salaried_government,711,0.6757,4.0,0,home,1792000,180.0,0,,missing_required_field
LA019183,APP008600,Priya Sharma,Visakhapatnam,2024-05-12,BR014,partner_referral,JAYBU9382X,7190465639,aarav13@rediffmail.com,29.0,49593.0,salaried_private,120,0.472,0.0,1,vehicle,1407000,84.0,0,,credit_score_out_of_range
LA019190,APP022194,Lakshmi Rao,Bengaluru,2024-09-10,BR026,branch,DJDAX9995C,7357838460,rajesh_malhotra9@rediffmail.com,,28528.0,self_employed_business,767,0.3034,1.0,0,gold,150000,24.0,0,,missing_required_field
LA019231,APP019569,Karthik Prasad,Kolkata,2023-10-15,BR008,online,HSLXS6529R,7437579311,naveen_raman2@protonmail.com,31.0,64907.0,self_employed_business,544,0.478,,4,gold,565000,36.0,0,,missing_required_field
LA019255,APP003399,Gayathri Desai,Kanpur,2024-10-31,BR035,online,MVQAD9650H,6299284882,sbanerjee@gmail.com,32.0,0.0,salaried_government,503,0.315,0.0,5,gold,258000,24.0,0,,income_not_positive
LA019287,APP020790,Aniket Rao,Delhi,2025-01-24,BR015,online,GDULV0707N,7076103525,latha_raman3@outlook.com,38.0,-1.0, self_employed_business,743,0.3416,0.0,0,home,2288000,180.0,0,,income_not_positive
LA019295,APP003886,Pooja Sinha,Tirunelveli,2023-01-31,BR039,branch,VVMLK0366T,9416766626,jayanth12@rediffmail.com,34.0,39354.0,salaried_government,773,0.6395,,1,vehicle,652000,36.0,0,,missing_required_field
LA019298,APP008824,Aarav Bhat,Ludhiana,2023-12-20,BR036,direct_sales_agent,DGFYN7742F,6223735314,meera15@hotmail.com,30.0,-25000.0,salaried_private,702,0.2614,1.0,2,vehicle,879000,48.0,0,,income_not_positive
LA019304,APP017622,Ishaan Prasad,Bhopal,2024-08-31,BR019,branch,ZJXFM8086Z,9145895829,sridhar18@yahoo.co.in,53.0,-25000.0,salaried_private,795,0.8147,0.0,1,personal,396000,12.0,0,,income_not_positive
LA019310,APP026374,Lakshmi Bhat,Madurai,2024-01-28,BR025,branch,JMMRH3786S,9423730282,vbose@yahoo.co.in,48.0,123191.0,self_employed_professional,836,0.5312,,1,vehicle,2041000,36.0,0,,missing_required_field
LA019312,APP015953,Aarav Rao,Jaipur,2024-07-05,BR032,online,DPRGK3468P,8242276155,ramya63@yahoo.co.in,43.0,0.0,salaried_private,808,0.3062,0.0,3,personal,363000,36.0,0,,income_not_positive
LA019319,APP024062,Ritika Joshi,Hyderabad,2024-12-17,BR030,direct_sales_agent,HKGJG9107N,7182889817,rahul43@outlook.com,33.0,0.0, self_employed_professional,606,0.3479,0.0,4,vehicle,279000,36.0,0,,income_not_positive
LA019356,APP019842,Ananya Kapoor,Bengaluru,2024-09-06,BR036,online,JNCVD0306I,6683190516,lakshmi.prasad@rediffmail.com,33.0,0.0,self_employed_business,431,0.3148,1.0,9,gold,59000,6.0,0,,income_not_positive
LA019366,APP010067,Harsha Menon,Lucknow,2025-02-25,BR004,online,IJQER4814T,9256027239,ananya_kapoor3@gmail.com,31.0,57090.0,salaried_private,648,0.258,,2,personal,424000,36.0,0,,missing_required_field
LA019372,APP025176,Bhavana Gowda,Visakhapatnam,2023-11-24,BR008,branch,IRAVJ4718Z,9818093893,omkar.prasad@rediffmail.com,38.0,-25000.0,Self_Employed_Professional,650,0.5271,3.0,3,personal,376000,60.0,0,,income_not_positive
LA019385,APP021366,Yash Prasad,Madurai,2023-09-08,BR024,branch,JXJXU6728P,6190126223,pmenon@hotmail.com,42.0,-1.0,self_employed_business,574,0.2714,0.0,5,personal,1500000,60.0,0,,income_not_positive
LA019387,APP025726,Priya Joshi,Tirunelveli,2023-03-06,BR026,online,FWZHC8666K,7522931518,sandeep70@outlook.com,41.0,32926.0,self_employed_professional,647,0.2163,,2,gold,215000,36.0,0,,missing_required_field
LA019433,APP005987,Aditya Hegde,Nashik,2024-12-15,BR006,branch,WVBLN0893F,6817024094,sshetty@yahoo.co.in,24.0,-1.0,salaried_private,656,0.7297,2.0,0,home,5027000,300.0,0,,income_not_positive
LA019436,APP016710,Aditya Joshi,Rajkot,2023-05-26,BR028,branch,VUBTF3543Y,7469363122,kiran54@yahoo.co.in,46.0,-25000.0,salaried_private,833,0.491,1.0,1,gold,265000,18.0,0,,income_not_positive
LA019459,APP005975,Deepika Subramanian,Ludhiana ,2024-01-03,BR006,branch,SGFMQ1831P,7925610292,cpatel@outlook.com,23.0,79139.0,salaried_private,506,0.4059,,6,home,3688000,300.0,0,,missing_required_field
LA019473,APP012465,Bhavana Nair,Visakhapatnam,,BR002,branch,GGZIL5693D,7835816615,bhargav74@rediffmail.com,35.0,30023.0,salaried_private,517,0.6387,0.0,6,home,2116000,240.0,0,,unparseable_application_date
LA019484,APP007543,Manoj Prasad,Tirunelveli,2023-10-15,BR009,online,MDYHD8033J,9406730140,thegde@rediffmail.com,28.0,-1.0,salaried_private,690,0.3575,0.0,4,gold,139000,18.0,0,,income_not_positive
LA019508,APP026905,Yash Bose,Jaipur,2024-03-26,BR029,branch,PWJLL3107W,8850954484,sunita_joshi8@protonmail.com,36.0,19706.0,,900,0.5259,1.0,0,personal,254000,36.0,0,,missing_required_field
LA019520,APP018098,Karthik Gowda,Nagpur,2024-04-12,BR022,partner_referral,DPZKA3600S,7422976689,varun68@protonmail.com,,167844.0,salaried_private,661,0.2643,0.0,2,gold,500000,12.0,0,,missing_required_field
LA019527,APP012213,Krishna Nair,Surat,2023-01-07,BR004,online,ABRHW2686R,8502802471,praveen31@gmail.com,35.0,-1.0,salaried_private,574,0.3615,0.0,6,vehicle,169000,24.0,0,,income_not_positive
LA019551,APP004170,Meera Patel,Mysuru,2024-02-03,BR030,partner_referral,VMUBM3509E,9005320986,suresh_krishnan8@rediffmail.com,36.0,-25000.0,salaried_government ,687,0.4445,1.0,1,home,1500000,240.0,0,,income_not_positive
LA019556,APP001772,Saanvi Pillai,Hyderabad,,BR021,branch,KCMGW3302E,7654408884,uraman@hotmail.com,44.0,64999.0,contract,763,0.771,2.0,0,personal,811000,24.0,0,,unparseable_application_date
LA019571,APP024734,Priya Sharma,Vadodara,2025-03-29,BR001,online,EVNBF1893C,6745000096,ureddy@hotmail.com,35.0,59553.0, self_employed_professional,845,0.3583,1.0,0,vehicle,449000,,0,,missing_required_field
LA019573,APP026851,Vivaan Mukherjee, Vadodara,2023-04-11,BR019,online,UKWKA7886J,6596159352,rohit.bhatia@outlook.com,30.0,80649.0,,704,0.4547,1.0,2,home,3144000,240.0,0,,missing_required_field
LA019580,APP022799,Neha Verma,Surat,2023-04-29,BR034,online,UBIWJ8019Z,9900717196,yamini.banerjee@rediffmail.com,28.0,-25000.0,self_employed_professional,493,0.2508,1.0,8,personal,82000,24.0,0,,income_not_positive
LA019591,APP010603,Ritika Rao,Pune,2023-02-24,BR020,branch,LUQPC3739L,7586529035,anand.ghosh@outlook.com,32.0,38685.0,salaried_private,701,0.4497,,1,vehicle,813000,60.0,0,,missing_required_field
LA019623,APP026834,Ritika Prasad,Bengaluru,2024-11-16,BR029,partner_referral,ZKTGM3402E,7292095612,hema.verma@hotmail.com,28.0,53710.0,,457,0.5722,0.0,7,home,3729000,360.0,0,,missing_required_field
LA019627,APP001068,Diya Pillai,Rajkot,2023-06-16,BR022,partner_referral,DYXVN7887I,6404221912,dinesh65@protonmail.com,35.0,-25000.0,contract,733,0.1447,1.0,2,gold,147000,18.0,0,,income_not_positive
LA019628,APP007797,Deepika Malhotra,Madurai,2024-04-21,BR032,branch,AYEFX4255V,7466357952,krathore@outlook.com,28.0,32104.0,salaried_private,672,0.3487,,2,vehicle,218000,24.0,0,,missing_required_field
LA019632,APP026855,Neha Krishnan,Chennai,2023-06-27,BR039,branch,VKTYM6349B,9765014904,jayanth_gowda7@hotmail.com,31.0,25383.0,,686,0.3402,1.0,1,gold,73000,12.0,0,,missing_required_field
LA019633,APP013869,Ritika Pillai,Nagpur,2024-11-04,BR026,direct_sales_agent,UUGYT9661C,9899782827,tjoshi@protonmail.com,37.0,54584.0,salaried_private,780,0.3085,,0,gold,513000,36.0,0,,missing_required_field
LA019643,APP012214,Ritika Kulkarni,Pune,2023-11-01,BR036,branch,JQWST3787E,7376891773,jkapoor@yahoo.co.in,35.0,-1.0,salaried_private,645,0.6014,2.0,2,home,2938000,300.0,0,,income_not_positive
LA019644,APP026796,Pooja Bose,Surat,2025-04-17,BR026,online,DEKPZ6920D,9825602381,aarav.krishnan@gmail.com,,45797.0,self_employed_professional,677,0.4277,1.0,2,personal,493000,36.0,0,,missing_required_field
LA019660,APP003715,Diya Naidu,Mysuru ,2024-05-24,BR027,online,VTQCR4268Y,6432522572,gayatri39@yahoo.co.in,33.0,58474.0,salaried_government,866,0.4345,,0,personal,936000,48.0,0,,missing_required_field
LA019666,APP002064,Reyansh Hegde,Ahmedabad,2023-05-02,BR007,partner_referral,XFILF7137Y,9075650837,aditi_verma1@yahoo.co.in,,56859.0,contract,868,0.5446,1.0,0,vehicle,977000,48.0,0,,missing_required_field
LA019680,APP017621,Meera Bhat,Hyderabad,2023-08-19,BR033,branch,QJUFU4907A,7735915836,bhargav.sharma@protonmail.com,53.0,-1.0,salaried_private ,615,0.3663,0.0,4,gold,535000,24.0,0,,income_not_positive
LA019740,APP026857,Priya Krishnan,Kolkata,2023-06-14,BR007,direct_sales_agent,XJCRR7738M,9392520314,dinesh_nair9@hotmail.com,31.0,27095.0,,721,0.95,2.0,0,vehicle,250000,12.0,0,,missing_required_field
LA019750,APP025501,Manoj Varma,Surat,2024-06-13,BR016,online,ZUTZC6692L,8582148056,biyer@yahoo.co.in,40.0,-25000.0,self_employed_professional,780,0.4366,1.0,0,personal,667000,36.0,0,,income_not_positive
LA019849,APP018104,Aadhya Kapoor,Tirunelveli,2024-02-29,BR039,online,ATYIH0619E,6991526495,meera.nair@protonmail.com,,20282.0,salaried_private,900,0.3659,0.0,0,personal,155000,24.0,0,,missing_required_field
LA019857,APP026864,Manoj Chatterjee,Kochi,2024-01-04,BR018,online,QNZGT8897V,9154244448,vinay_verma2@outlook.com,31.0,63650.0,,672,0.5229,0.0,2,home,3322000,180.0,0,,missing_required_field
LA019869,APP008825,Vikram Pillai,Hyderabad,2024-07-22,BR040,online,EGAWL1224I,7056778742,mahesh66@gmail.com,30.0,-25000.0,salaried_private,888,0.95,2.0,0,home,1500000,240.0,0,,income_not_positive
LA019885,APP002854,Rahul Malhotra, Vadodara,2023-06-08,BR001,online,JRWGY4148D,8413762411,latha.patel@gmail.com,29.0,38082.0,salaried_government,4300,0.322,0.0,4,gold,261000,24.0,0,,credit_score_out_of_range
LA019886,APP026817,Meera Sharma,Bengaluru,2024-02-21,BR036,online,GTYYY0559B,6060146773,ngupta@outlook.com,25.0,26320.0,,390,0.4455,0.0,11,vehicle,686000,84.0,0,,missing_required_field
LA019888,APP015654,Nikhil Chatterjee,Delhi,2023-01-15,BR040,online,IHKBT7390K,6435265366,anand95@rediffmail.com,42.0,-25000.0,salaried_private,570,0.3699,2.0,5,vehicle,395000,36.0,0,,income_not_positive
LA019897,APP005115,Aniket Reddy,Coimbatore,2024-02-22,BR020,direct_sales_agent,KXZLL3368I,6798349404,anand.menon@outlook.com,43.0,34552.0,salaried_government ,985,0.3699,0.0,1,personal,367000,36.0,0,,credit_score_out_of_range
LA019928,APP018117,Ananya Desai,Kanpur,2023-12-28,BR007,branch,PPATF9619N,6985923762,praveen26@protonmail.com,,28168.0,salaried_private,658,0.359,1.0,2,gold,84000,12.0,0,,missing_required_field
LA019949,APP016188,Aadhya Ramesh,Kochi ,2024-13-05,BR019,direct_sales_agent,WTTIU0081A,8874835209,pallavi_bhatia9@rediffmail.com,43.0,65019.0,salaried_private,786,0.1937,1.0,0,gold,123000,18.0,0,,unparseable_application_date
LA019957,APP019375,Kavya Joshi,Madurai,2025-05-31,BR006,branch,AZEJD0206F,9630182758,swathi_malhotra4@rediffmail.com,31.0,-1.0,self_employed_business,826,0.5753,0.0,1,vehicle,904000,36.0,0,,income_not_positive
LA019993,APP016901,Siddharth Naidu,Vadodara,2023-05-30,BR018,branch,JMFLQ7462R,9867532347,arjun_shetty6@yahoo.co.in,46.0,96982.0, SALARIED_PRIVATE ,560,0.4112,,4,personal,1403000,48.0,0,,missing_required_field
LA020030,APP018880,Rohan Chatterjee,Kanpur,,BR016,branch,GJXJZ7737V,7928603050,bhargav_kulkarni5@hotmail.com,28.0,52367.0,self_employed_business,658,0.4891,2.0,3,home,2163000,240.0,0,,unparseable_application_date
LA020038,APP022337,Vikram Subramanian,Pune,2023-02-27,BR031,online,RXXFU5988E,9734455750,rajesh_rao6@protonmail.com,25.0,-25000.0,self_employed_professional,814,0.5092,1.0,0,home,2023000,240.0,0,,income_not_positive
LA020051,APP003043,Siddharth Hegde,Ludhiana,2023-07-04,BR022,branch,MJEMC2230E,6968774138,vikram94@gmail.com,30.0,28956.0,salaried_government,120,0.5086,0.0,0,personal,543000,48.0,1,333799.03,credit_score_out_of_range
LA020058,APP026962,Harsha Bhat,Kochi,2023-05-31,BR012,branch,CSHZR4323B,9874572764,karthik_agarwal9@protonmail.com,48.0,19456.0,,676,0.441,0.0,1,personal,360000,60.0,0,,missing_required_field
LA000231,APP011457,Nandini Varma,Kanpur,2023-07-10,BR006,branch,AKBEA1545W,6449043620,hema82@protonmail.com,33.0,63363.0,salaried_private,677,0.5581,2.0,1,vehicle,773000,36.0,0,,duplicate_application_id
LA020117,APP009511,Vikram Menon,Nagpur,2023-03-31,BR013,online,XSKRY6435L,7580891395,preddy@hotmail.com,31.0,-1.0,salaried_private,871,0.4965,1.0,2,home,4526000,360.0,0,,income_not_positive
LA020124,APP004807,Praveen Patel,Mumbai,not_a_date,BR010,direct_sales_agent,ICGKS9445S,8729543857,vikram77@gmail.com,40.0,31014.0,salaried_government,693,0.6464,2.0,2,personal,594000,60.0,0,,unparseable_application_date
